time,GD-201,GD-202,PT-201,TEMP,Chiller No. 1 Dispenser COOLER,Chiller No. 2 Dispenser COOLER,GD-203,T.T1-1A,P.T1-1A,T.T2-1A,P.T2-1A,T.T1A(OIL),GD-204,T.T1-1B,P.T1-1B,T.T2-1B,P.T2-1B,T.T1B(OIL),PT-202,PT-204,PT-203,PT-205,GD-205,GD-206
10:39:27,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.9,31,44.66,44.72,86.09,86.42,0,0
10:39:28,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.9,31,44.66,44.72,86.09,86.42,0,0
10:39:29,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.9,31,44.66,44.72,86.09,86.42,0,0
10:39:30,0,0,11.51,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.63,44.78,86.14,86.48,0,0
10:39:31,0,0,11.51,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.63,44.78,86.14,86.48,0,0
10:39:32,0,0,11.51,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.63,44.78,86.14,86.48,0,0
10:39:33,0,0,11.46,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.54,44.71,86.05,86.42,0,0
10:39:34,0,0,11.46,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.54,44.71,86.05,86.42,0,0
10:39:35,0,0,11.46,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.54,44.71,86.05,86.42,0,0
10:39:36,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.66,44.78,86.15,86.51,0,0
10:39:37,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,51.9,31,44.66,44.78,86.15,86.51,0,0
10:39:38,0,0,11.47,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.61,44.7,86.07,86.37,0,0
10:39:39,0,0,11.47,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.61,44.7,86.07,86.37,0,0
10:39:40,0,0,11.47,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.56,44.69,86,86.36,0,0
10:39:41,0,0,11.47,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.56,44.69,86,86.36,0,0
10:39:42,0,0,11.48,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.59,44.73,86.04,86.44,0,0
10:39:43,0,0,11.48,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.59,44.73,86.04,86.44,0,0
10:39:44,0,0,11.48,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.59,44.73,86.04,86.44,0,0
10:39:45,0,0,11.48,21,5,-39,0,22,6.6,21,50.3,19,3,21,8.4,27,51.8,31,44.59,44.73,86.07,86.46,0,0
10:39:46,0,0,11.48,21,5,-39,0,22,6.6,21,50.3,19,3,21,8.4,27,51.8,31,44.59,44.73,86.07,86.46,0,0
10:39:47,0,0,11.47,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.78,86.13,86.49,0,0
10:39:48,0,0,11.47,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.78,86.13,86.49,0,0
10:39:49,0,0,11.47,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.58,44.78,86.13,86.49,0,0
10:39:50,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.9,31,44.59,44.77,86.13,86.42,0,0
10:39:51,0,0,11.49,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.9,31,44.59,44.77,86.13,86.42,0,0
10:39:52,0,0,11.47,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.54,44.69,86.04,86.47,0,0
10:39:53,0,0,11.47,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.54,44.69,86.04,86.47,0,0
10:39:54,0,0,11.5,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.71,44.83,86.18,86.47,0,0
10:39:55,0,0,11.5,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.71,44.83,86.18,86.47,0,0
10:39:56,0,0,11.5,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.67,44.78,86.12,86.47,0,0
10:39:57,0,0,11.5,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.67,44.78,86.12,86.47,0,0
10:39:58,0,0,11.5,21.1,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.71,86.05,86.39,0,0
10:39:59,0,0,11.5,21.1,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.66,44.71,86.05,86.39,0,0
10:40:00,0,0,11.48,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,26,51.9,31,44.53,44.69,86.01,86.38,0,0
10:40:01,0,0,11.48,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,26,51.9,31,44.53,44.69,86.01,86.38,0,0
10:40:02,0,0,11.45,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.3,26,51.8,31,44.54,44.66,86.04,86.36,0,0
10:40:03,0,0,11.45,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.3,26,51.8,31,44.54,44.66,86.04,86.36,0,0
10:40:04,0,0,11.45,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,26,51.9,31,44.53,44.67,86.04,86.36,0,0
10:40:05,0,0,11.45,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,26,51.9,31,44.53,44.67,86.04,86.36,0,0
10:40:06,0,0,11.45,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,26,51.9,31,44.53,44.67,86.04,86.36,0,0
10:40:07,0,0,11.45,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,26,51.9,31,44.53,44.67,86.04,86.36,0,0
10:40:08,0,0,11.45,21.1,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.8,31,44.69,44.78,86.16,86.49,0,0
10:40:09,0,0,11.45,21.1,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.8,31,44.69,44.78,86.16,86.49,0,0
10:40:10,0,0,11.45,21.1,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,51.8,31,44.69,44.78,86.16,86.49,0,0
10:40:11,0,0,11.45,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.8,31,44.67,44.76,86.14,86.47,0,0
10:40:12,0,0,11.45,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.8,31,44.67,44.76,86.14,86.47,0,0
10:40:13,0,0,11.46,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.8,31,44.58,44.72,86.01,86.42,0,0
10:40:14,0,0,11.46,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.8,31,44.58,44.72,86.01,86.42,0,0
10:40:15,0,0,11.46,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,26,51.8,31,44.58,44.72,86.01,86.42,0,0
10:40:16,0,0,11.52,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.81,86.15,86.53,0,0
10:40:17,0,0,11.52,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.81,86.15,86.53,0,0
10:40:18,0,0,11.52,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.81,86.15,86.53,0,0
10:40:19,0,0,11.49,21.1,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.79,86.21,86.52,0,0
10:40:20,0,0,11.49,21.1,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.67,44.79,86.21,86.52,0,0
10:40:21,0,0,11.51,21.1,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,26,51.8,31,44.69,44.74,86.16,86.45,0,0
10:40:22,0,0,11.51,21,5,-37,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.66,44.75,86.1,86.53,0,0
10:40:23,0,0,11.51,21,5,-37,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.66,44.75,86.1,86.53,0,0
10:40:24,0,0,11.47,21,5,-37,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.59,44.69,86.06,86.4,0,0
10:40:25,0,0,11.47,21,5,-37,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.59,44.69,86.06,86.4,0,0
10:40:26,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.59,44.69,86.06,86.4,0,0
10:40:27,0,0,11.52,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52.1,31,44.65,44.76,86.1,86.49,0,0
10:40:28,0,0,11.52,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52.1,31,44.65,44.76,86.1,86.49,0,0
10:40:29,0,0,11.47,21,5,-38,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.56,44.71,86.08,86.42,0,0
10:40:30,0,0,11.47,21,5,-38,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.56,44.71,86.08,86.42,0,0
10:40:31,0,0,11.47,21,5,-38,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.56,44.71,86.08,86.42,0,0
10:40:32,0,0,11.47,21,5,-38,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.55,44.67,86.05,86.4,0,0
10:40:33,0,0,11.47,21,5,-38,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.55,44.67,86.05,86.4,0,0
10:40:34,0,0,11.52,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.66,44.83,86.14,86.53,0,0
10:40:35,0,0,11.52,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.66,44.83,86.14,86.53,0,0
10:40:36,0,0,11.49,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.76,86.06,86.5,0,0
10:40:37,0,0,11.49,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.76,86.06,86.5,0,0
10:40:38,0,0,11.49,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.76,86.06,86.5,0,0
10:40:39,0,0,11.49,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.6,44.78,86.1,86.48,0,0
10:40:40,0,0,11.49,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.6,44.78,86.1,86.48,0,0
10:40:41,0,0,11.47,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52.1,31,44.62,44.76,86.11,86.51,0,0
10:40:42,0,0,11.47,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52.1,31,44.62,44.76,86.11,86.51,0,0
10:40:43,0,0,11.44,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.3,27,52,31,44.54,44.72,86.01,86.39,0,0
10:40:44,0,0,11.44,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.3,27,52,31,44.54,44.72,86.01,86.39,0,0
10:40:45,0,0,11.45,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.3,27,52,31,44.54,44.72,86.01,86.39,0,0
10:40:46,0,0,11.45,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,27,52.1,31,44.59,44.71,86.08,86.38,0,0
10:40:47,0,0,11.45,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,27,52.1,31,44.59,44.71,86.08,86.38,0,0
10:40:48,0,0,11.46,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52,31,44.55,44.7,86.08,86.5,0,0
10:40:49,0,0,11.46,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52,31,44.55,44.7,86.08,86.5,0,0
10:40:50,0,0,11.51,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52.1,31,44.7,44.81,86.19,86.53,0,0
10:40:51,0,0,11.51,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,28,52.1,31,44.7,44.81,86.19,86.53,0,0
10:40:52,0,0,11.47,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,27,52.1,31,44.56,44.7,86.03,86.43,0,0
10:40:53,0,0,11.47,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,27,52.1,31,44.56,44.7,86.03,86.43,0,0
10:40:54,0,0,11.51,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.67,44.77,86.12,86.49,0,0
10:40:55,0,0,11.51,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.67,44.77,86.12,86.49,0,0
10:40:56,0,0,11.49,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.57,44.79,86.03,86.47,0,0
10:40:57,0,0,11.49,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.57,44.79,86.03,86.47,0,0
10:40:58,0,0,11.48,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.73,86.08,86.41,0,0
10:40:59,0,0,11.48,21,5,-38,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.73,86.08,86.41,0,0
10:41:00,0,0,11.46,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.61,44.67,86.04,86.38,0,0
10:41:01,0,0,11.46,21,5,-38,0,22,6.6,22,50.4,19,3,21,8.4,28,52.1,31,44.61,44.67,86.04,86.38,0,0
10:41:02,0,0,11.51,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.67,44.82,86.14,86.5,0,0
10:41:03,0,0,11.51,21,5,-38,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.67,44.82,86.14,86.5,0,0
10:41:04,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.61,44.75,86.11,86.41,0,0
10:41:05,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.61,44.75,86.11,86.41,0,0
10:41:06,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.61,44.75,86.11,86.41,0,0
10:41:07,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.61,44.75,86.11,86.41,0,0
10:41:08,0,0,11.47,21,5,-38,0,22,6.6,21,50.3,19,3,21,8.4,27,52.1,31,44.61,44.75,86.11,86.41,0,0
10:41:09,0,0,11.51,20.9,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,28,52,31,44.69,44.81,86.11,86.48,0,0
10:41:10,0,0,11.51,20.9,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,28,52,31,44.69,44.81,86.11,86.48,0,0
10:41:11,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.73,86.05,86.4,0,0
10:41:12,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.73,86.05,86.4,0,0
10:41:13,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.73,86.05,86.4,0,0
10:41:14,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.72,86.07,86.42,0,0
10:41:15,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.72,86.07,86.42,0,0
10:41:16,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.72,86.07,86.42,0,0
10:41:17,0,0,11.49,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.59,44.74,86.1,86.47,0,0
10:41:18,0,0,11.49,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.59,44.74,86.1,86.47,0,0
10:41:19,0,0,11.49,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.3,27,52,31,44.59,44.74,86.1,86.47,0,0
10:41:20,0,0,11.45,21,5,-39,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.53,44.69,85.99,86.43,0,0
10:41:21,0,0,11.45,21,5,-39,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.53,44.69,85.99,86.43,0,0
10:41:22,0,0,11.45,21,5,-39,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.53,44.69,85.99,86.43,0,0
10:41:23,0,0,11.49,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.65,44.82,86.14,86.51,0,0
10:41:24,0,0,11.49,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.65,44.82,86.14,86.51,0,0
10:41:25,0,0,11.51,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,28,52,31,44.67,44.77,86.11,86.51,0,0
10:41:26,0,0,11.51,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,28,52,31,44.67,44.77,86.11,86.51,0,0
10:41:27,0,0,11.51,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,28,52,31,44.67,44.77,86.11,86.51,0,0
10:41:28,0,0,11.48,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,52,31,44.59,44.72,86.1,86.43,0,0
10:41:29,0,0,11.48,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,52,31,44.59,44.72,86.1,86.43,0,0
10:41:30,0,0,11.5,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.83,86.15,86.47,0,0
10:41:31,0,0,11.5,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.83,86.15,86.47,0,0
10:41:32,0,0,11.5,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.83,86.15,86.47,0,0
10:41:33,0,0,11.5,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.65,44.79,86.13,86.42,0,0
10:41:34,0,0,11.5,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.65,44.79,86.13,86.42,0,0
10:41:35,0,0,11.48,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,28,52,31,44.64,44.79,86.06,86.54,0,0
10:41:36,0,0,11.48,21,5,-39,0,22,6.5,22,50.3,19,3,21,8.4,28,52,31,44.64,44.79,86.06,86.54,0,0
10:41:37,0,0,11.51,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,28,52,31,44.66,44.82,86.15,86.52,0,0
10:41:38,0,0,11.51,21,5,-39,0,22,6.6,22,50.4,19,3,21,8.4,28,52,31,44.66,44.82,86.15,86.52,0,0
10:41:39,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.64,86.06,86.38,0,0
10:41:40,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.64,86.06,86.38,0,0
10:41:41,0,0,11.48,21,5,-39,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.6,44.64,86.06,86.38,0,0
10:41:42,0,0,11.47,21,5,-39,0,22,6.5,21,50.3,19,3,21,8.4,27,52,31,44.61,44.74,86.05,86.47,0,0
10:41:43,0,0,11.47,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.61,44.73,86.07,86.4,0,0
10:41:44,0,0,11.47,21,5,-39,0,22,6.6,22,50.3,19,3,21,8.4,27,52,31,44.61,44.73,86.07,86.4,0,0
10:41:45,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.15,86.43,0,0
10:41:46,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.15,86.43,0,0
10:41:47,0,0,11.47,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.3,27,52,31,44.57,44.74,86.08,86.43,0,0
10:41:48,0,0,11.47,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.3,27,52,31,44.57,44.74,86.08,86.43,0,0
10:41:49,0,0,11.49,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.54,44.72,86.04,86.42,0,0
10:41:50,0,0,11.49,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.54,44.72,86.04,86.42,0,0
10:41:51,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,52,31,44.58,44.69,86.03,86.43,0,0
10:41:52,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,52,31,44.58,44.69,86.03,86.43,0,0
10:41:53,0,0,11.44,21,5,-40,0,22,6.5,22,50.4,19,3,21,8.3,27,51.9,31,44.54,44.66,86.02,86.44,0,0
10:41:54,0,0,11.44,21,5,-40,0,22,6.5,22,50.4,19,3,21,8.3,27,51.9,31,44.54,44.66,86.02,86.44,0,0
10:41:55,0,0,11.44,21,5,-40,0,22,6.5,22,50.4,19,3,21,8.3,27,51.9,31,44.54,44.66,86.02,86.44,0,0
10:41:56,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.75,86.12,86.42,0,0
10:41:57,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.75,86.12,86.42,0,0
10:41:58,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.69,44.75,86.12,86.42,0,0
10:41:59,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:42:00,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:42:01,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.67,86.02,86.36,0,0
10:42:02,0,0,11.51,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.5,0,0
10:42:03,0,0,11.51,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.5,0,0
10:42:04,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:42:05,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:42:06,0,0,11.47,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.55,44.69,86.01,86.37,0,0
10:42:07,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.62,44.81,86.13,86.47,0,0
10:42:08,0,0,11.48,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,51.9,31,44.62,44.81,86.13,86.47,0,0
10:42:09,0,0,11.46,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.7,86.04,86.39,0,0
10:42:10,0,0,11.46,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.3,27,51.9,31,44.56,44.7,86.04,86.39,0,0
10:42:11,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:42:12,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:42:13,0,0,11.45,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.5,44.69,86.03,86.41,0,0
10:42:14,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.61,44.72,86.11,86.42,0,0
10:42:15,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,52,31,44.61,44.72,86.11,86.42,0,0
10:42:16,0,0,11.5,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.64,44.78,86.13,86.48,0,0
10:42:17,0,0,11.5,21,5,-40,0,22,6.6,21,50.3,19,3,21,8.4,27,52,31,44.64,44.78,86.13,86.48,0,0
10:42:18,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:42:19,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:42:20,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.59,44.71,86.08,86.44,0,0
10:42:21,0,0,11.5,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.73,44.79,86.16,86.47,0,0
10:42:22,0,0,11.5,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.73,44.79,86.16,86.47,0,0
10:42:23,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.63,44.76,86.14,86.43,0,0
10:42:24,0,0,11.51,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.63,44.76,86.14,86.43,0,0
10:42:25,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.74,86.07,86.42,0,0
10:42:26,0,0,11.48,21,5,-40,0,22,6.6,21,50.4,19,3,21,8.4,27,52,31,44.59,44.74,86.07,86.42,0,0
10:42:27,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.51,0,0
10:42:28,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.66,44.81,86.16,86.51,0,0
10:42:29,0,0,11.48,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.66,44.76,86.14,86.42,0,0
10:42:30,0,0,11.48,21,5,-40,0,22,6.6,22,50.3,19,3,21,8.4,27,51.9,31,44.66,44.76,86.14,86.42,0,0
10:42:31,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.68,44.79,86.17,86.51,0,0
10:42:32,0,0,11.52,21,5,-40,0,22,6.6,22,50.4,19,3,21,8.4,27,52,31,44.68,44.79,86.17,86.51,0,0
10:42:33,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.74,86.07,86.5,0,0
10:42:34,0,0,11.47,21,5,-40,0,22,6.5,21,50.4,19,3,21,8.4,27,51.9,31,44.61,44.74,86.07,86.5,0,0
10:42:35,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.69,86.07,86.36,0,0
10:42:36,0,0,11.45,21,5,-40,0,22,6.5,21,50.3,19,3,21,8.4,27,51.9,31,44.58,44.69,86.07,86.36,0,0
10:42:37,0,0,11.47,21,5,-40,0,22,6.5,22,50.3,19,3,21,8.4,27,51.9,31,44.53,44.76,86.15,86.44,0,0
