지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),일조(hr),적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),지면온도(°C)
106,동해,2021-03-06 4:00,6.7,,7.2,50,87,8.5,4.6,1021,,,9,9,3,6.1
106,동해,2021-03-06 5:00,5.1,,8.5,50,89,7.8,3.4,1022.6,,,9,9,3,5.2
106,동해,2021-03-06 6:00,4.1,0,6.6,50,87,7.1,2.1,1024.1,,,9,9,4,4.4
106,동해,2021-03-06 7:00,3.4,,6.8,50,86,6.7,1.2,1025.2,0,,10,10,4,3.8
106,동해,2021-03-06 8:00,2.6,,5.6,50,83,6.1,0,1026.2,0,,3,3,5,3.2
106,동해,2021-03-06 9:00,2.2,0.1,5.7,50,83,6,-0.3,1027.4,0,,10,10,5,3
106,동해,2021-03-06 10:00,2.1,,5.2,50,84,6,-0.3,1027.9,0,,10,10,4,3
106,동해,2021-03-06 11:00,2,,5,50,86,6.1,-0.1,1028.5,0,,10,10,4,2.7
106,동해,2021-03-06 12:00,1.5,0.4,6.4,50,87,5.9,-0.4,1028.4,0,,10,10,3,2.8
106,동해,2021-03-06 13:00,1.3,,5.4,70,84,5.6,-1.1,1028.3,0,,10,10,4,2.4
106,동해,2021-03-06 14:00,1.3,,4.4,70,81,5.4,-1.6,1028.1,0,,10,9,5,2.3
106,동해,2021-03-06 15:00,1.4,0.6,4.4,50,82,5.6,-1.3,1027.9,0,,10,9,5,2.5
106,동해,2021-03-06 16:00,1.5,,4.1,50,81,5.5,-1.4,1028,0,,10,10,5,2.4
106,동해,2021-03-06 17:00,1.4,,3.8,70,80,5.4,-1.6,1028.2,0,,10,10,5,2
106,동해,2021-03-06 18:00,1.6,0,2.9,70,80,5.5,-1.4,1028.3,0,,10,9,5,1.8
106,동해,2021-03-06 19:00,0.5,,1.1,250,91,5.8,-0.8,1028.7,0,,10,10,4,0.6
106,동해,2021-03-06 20:00,0.4,,1.4,270,94,5.9,-0.4,1028.8,,,10,10,6,1.3
106,동해,2021-03-06 21:00,0.3,0.8,0.8,270,94,5.9,-0.5,1028.8,,,10,10,6,0.8
106,동해,2021-03-06 22:00,0.3,,1.1,290,96,6,-0.2,1028.9,,0.1,10,10,6,0.4
106,동해,2021-03-06 23:00,0.2,,1.1,270,97,6,-0.2,1029,,,10,10,4,0.3
106,동해,2021-03-07 0:00,0.2,1.9,1.1,320,98,6.1,0,1028.7,,0.5,10,8,,0.3
106,동해,2021-03-07 1:00,0.2,,1.1,290,98,6.1,0,1028.2,,0.4,9,6,5,0.3
106,동해,2021-03-07 2:00,0.4,,1.6,270,98,6.2,0.1,1028,,0.4,9,6,3,0.7
106,동해,2021-03-07 3:00,0.3,0.2,0.7,270,98,6.1,0,1027.6,,0.3,9,2,3,1.2
106,동해,2021-03-07 4:00,0.4,,0.8,270,98,6.2,0.1,1027.1,,0.1,9,2,4,1.3
106,동해,2021-03-07 5:00,0.5,,0.7,250,97,6.1,0,1027,,,10,3,7,1.4
106,동해,2021-03-07 6:00,0.4,0,1.3,270,97,6.1,0,1026.8,,,5,5,7,1.4
106,동해,2021-03-07 7:00,0.6,,1.1,270,97,6.2,0.1,1026.6,0,,10,2,6,1.5
106,동해,2021-03-07 8:00,1.2,,0.8,200,95,6.3,0.4,1026.8,0,,8,5,6,2.2
106,동해,2021-03-07 9:00,2.1,,0.9,230,93,6.6,1,1026.9,0,,9,6,7,4.4
106,동해,2021-03-07 10:00,3.3,,1.7,200,80,6.2,0.1,1026.5,0,,9,7,12,8.9
106,동해,2021-03-07 11:00,5.2,,1.2,200,71,6.2,0.3,1025.4,0,,10,9,12,13
106,동해,2021-03-07 12:00,5.1,,3.1,160,62,5.5,-1.5,1024.7,0.3,,8,8,10,13.6
106,동해,2021-03-07 13:00,5.3,,2.3,140,62,5.5,-1.4,1023.7,0.2,,8,8,10,13.7
106,동해,2021-03-07 14:00,6.8,,2.8,160,65,6.4,0.6,1022.5,0.7,,6,6,10,19.7
106,동해,2021-03-07 15:00,6.2,,3.4,160,65,6.1,0,1021.8,0.5,,8,8,9,16
106,동해,2021-03-07 16:00,5.9,,3.3,160,70,6.5,0.8,1021.6,0.9,,7,7,8,11.9
106,동해,2021-03-07 17:00,5.6,,3.4,160,71,6.4,0.7,1021.4,0.4,,8,8,8,8.8
106,동해,2021-03-07 18:00,5.4,,2.8,160,72,6.4,0.7,1021.3,0,,8,8,8,6.8
106,동해,2021-03-07 19:00,4.9,,0.7,250,73,6.3,0.4,1021.7,0,,8,2,7,4.7
106,동해,2021-03-07 20:00,4,,1.2,270,80,6.5,0.8,1021.9,,,7,2,51,3.7
106,동해,2021-03-07 21:00,3,,0.8,250,85,6.4,0.7,1022,,,8,8,53,2.8
106,동해,2021-03-07 22:00,2.6,,1.6,250,88,6.5,0.8,1022.2,,,7,7,51,2.2
106,동해,2021-03-07 23:00,1.9,,1.1,230,91,6.3,0.5,1022.4,,,6,4,58,1.5
106,동해,2021-03-08 0:00,1.4,,1.6,250,92,6.2,0.2,1022.1,,,3,0,,0.6
106,동해,2021-03-08 1:00,1.2,,1.5,250,93,6.2,0.1,1021.9,,,3,2,,0.1
106,동해,2021-03-08 2:00,0.9,,1.4,230,95,6.2,0.1,1022.2,,,0,0,,0.3
106,동해,2021-03-08 3:00,0.4,,1.5,250,95,6,-0.3,1021.9,,,0,0,,0.3
106,동해,2021-03-08 4:00,0.5,,1.9,250,95,6,-0.2,1021.5,,,0,0,,0.3
106,동해,2021-03-08 5:00,0.3,,1.7,250,95,5.9,-0.4,1021.9,,,0,0,,0.3
106,동해,2021-03-08 6:00,0.6,,2,250,94,6,-0.2,1022.6,,,0,0,,0.3
106,동해,2021-03-08 7:00,0.1,,1.2,230,94,5.8,-0.7,1023.1,0,,0,0,,0.1
106,동해,2021-03-08 8:00,2.1,,1.4,250,89,6.3,0.4,1024,0.6,,0,0,,0.1
106,동해,2021-03-08 9:00,6,,0.9,250,72,6.7,1.3,1024.4,1,,0,0,,2.8
106,동해,2021-03-08 10:00,7.9,,1.1,140,61,6.5,0.8,1024.4,1,,2,0,,14.7
106,동해,2021-03-08 11:00,6.9,,4.4,20,77,7.6,3.1,1024.3,1,,4,0,,15.9
106,동해,2021-03-08 12:00,7.3,,3.6,50,76,7.7,3.3,1024.4,1,,4,3,13,20.1
106,동해,2021-03-08 13:00,7.5,,3.1,50,74,7.6,3.1,1023.9,0.9,,8,5,5,18.6
106,동해,2021-03-08 14:00,8,,3.6,160,70,7.5,2.8,1022.9,0.3,,9,8,6,15.6
106,동해,2021-03-08 15:00,7,,3.5,160,70,7,1.8,1022.5,0.5,,8,3,7,12.1
106,동해,2021-03-08 16:00,7,,3.3,160,70,7,1.8,1022.8,0,,9,9,8,9.5
106,동해,2021-03-08 17:00,6.9,,3.1,160,72,7.1,2.1,1022.5,0,,10,9,7,8.2
106,동해,2021-03-08 18:00,6.7,,3.7,160,71,7,1.8,1022.7,0,,9,9,7,7.1
106,동해,2021-03-08 19:00,6.3,,1.9,180,73,7,1.8,1022.8,0,,9,9,9,5.9
106,동해,2021-03-08 20:00,5.8,,1.2,180,74,6.8,1.5,1022.9,,,9,9,9,4.8
106,동해,2021-03-08 21:00,5.9,,1.1,200,75,6.9,1.7,1022.8,,,9,9,11,5.3
106,동해,2021-03-08 22:00,5.8,,0.9,200,75,6.9,1.7,1022.6,,,9,9,10,5
106,동해,2021-03-08 23:00,5.9,,1.1,200,71,6.6,1,1022.2,,,7,7,9,4.4
106,동해,2021-03-09 0:00,4.2,,1.1,230,81,6.7,1.2,1021.6,,,2,1,,2.3
106,동해,2021-03-09 1:00,3.6,,1.7,250,87,6.9,1.6,1021.2,,,0,0,,1.7
106,동해,2021-03-09 2:00,3,,1.7,250,87,6.6,1,1020.9,,,1,0,,1
106,동해,2021-03-09 3:00,2.1,,1.6,250,88,6.2,0.3,1020.1,,,1,0,,0.6
106,동해,2021-03-09 4:00,1.5,,1.6,250,90,6.1,0,1019.4,,,2,0,,0.2
106,동해,2021-03-09 5:00,1.7,,1.9,250,91,6.2,0.3,1019.3,,,4,0,,-0.1
106,동해,2021-03-09 6:00,2.1,,1.7,230,89,6.3,0.4,1019.3,,,5,0,,-0.2
106,동해,2021-03-09 7:00,2.6,,2,250,84,6.2,0.1,1019.3,0,,6,0,,0.4
106,동해,2021-03-09 8:00,4.8,,1.6,250,76,6.5,0.9,1019.6,0.6,,3,0,,2.1
106,동해,2021-03-09 9:00,7.3,,1.5,230,66,6.7,1.3,1019.7,1,,4,0,,9
106,동해,2021-03-09 10:00,10,,1.5,140,61,7.5,2.8,1019.4,1,,4,0,,15.4
106,동해,2021-03-09 11:00,10.2,,2.1,140,59,7.3,2.5,1018.8,1,,5,0,,19
106,동해,2021-03-09 12:00,10.2,,2.5,140,62,7.7,3.2,1018,1,,5,0,,20.7
106,동해,2021-03-09 13:00,10.2,,3.4,160,58,7.2,2.2,1017.1,1,,6,0,,21
106,동해,2021-03-09 14:00,11,,2.9,160,61,8,3.7,1015.8,1,,6,0,,21
106,동해,2021-03-09 15:00,11.3,,3,160,53,7.1,2,1014.9,1,,7,0,,19
106,동해,2021-03-09 16:00,10.9,,3.5,160,54,7,1.9,1014.5,1,,6,0,,14.7
106,동해,2021-03-09 17:00,11.3,,0.8,180,61,8.1,4,1014.1,1,,7,0,,12.1
106,동해,2021-03-09 18:00,10.6,,1.7,50,65,8.2,4.2,1014.4,0.2,,8,0,,9.6
106,동해,2021-03-09 19:00,10.5,,1.5,50,68,8.6,4.8,1015.1,0,,7,0,,7.3
106,동해,2021-03-09 20:00,12.3,,2.2,270,39,5.6,-1.2,1015.6,,,7,0,,6.3
106,동해,2021-03-09 21:00,12,,2.6,270,34,4.8,-3.4,1016.2,,,6,0,,5
106,동해,2021-03-09 22:00,11.6,,3,270,32,4.4,-4.5,1016.3,,,0,0,,4.1
106,동해,2021-03-09 23:00,11.2,,1.7,250,32,4.2,-4.9,1017.1,,,0,0,,3.1
106,동해,2021-03-10 0:00,9.1,,2.5,250,40,4.6,-3.8,1017.4,,,0,0,,2.5
106,동해,2021-03-10 1:00,9,,3.2,270,37,4.2,-4.9,1017.3,,,0,0,,2
106,동해,2021-03-10 2:00,8.4,,2.2,250,39,4.3,-4.7,1018.5,,,0,0,,1.5
106,동해,2021-03-10 3:00,9.2,,2.2,360,33,3.8,-6.2,1020.3,,,0,0,,1.3
106,동해,2021-03-10 4:00,8.1,,3.8,20,65,7,1.9,1022.5,,,4,3,11,3.5
106,동해,2021-03-10 5:00,7.8,,2.4,50,64,6.8,1.4,1023.6,,,1,1,10,3
106,동해,2021-03-10 6:00,6.9,,2.6,20,49,4.9,-3,1024.7,,,0,0,,2
106,동해,2021-03-10 7:00,5.8,,2.1,360,55,5.1,-2.5,1025.3,0,,0,0,,1.4
106,동해,2021-03-10 8:00,7.3,,2.1,360,50,5.1,-2.4,1026.1,0.7,,0,0,,3.3
106,동해,2021-03-10 9:00,8.1,,2.7,20,49,5.3,-1.9,1027.1,1,,0,0,,10.8
106,동해,2021-03-10 10:00,8,,1.8,70,50,5.4,-1.8,1027.6,1,,4,0,,12.9
106,동해,2021-03-10 11:00,10.3,,1.6,110,48,6,-0.2,1027.4,0.8,,3,3,12,19.9
106,동해,2021-03-10 12:00,9.8,,2.9,140,49,5.9,-0.4,1026.6,1,,2,0,,21.7
106,동해,2021-03-10 13:00,10.1,,2.4,140,51,6.3,0.4,1025.9,1,,0,0,,22.3
106,동해,2021-03-10 14:00,9.7,,4.2,160,51,6.1,0,1024.9,1,,0,0,,22.1
106,동해,2021-03-10 15:00,9.1,,4,160,51,5.9,-0.5,1024.4,1,,0,0,,20
106,동해,2021-03-10 16:00,9.1,,4.1,160,55,6.3,0.5,1024.1,1,,0,0,,14.7
106,동해,2021-03-10 17:00,8.5,,5,160,53,5.9,-0.5,1023.7,1,,1,0,,9.6
106,동해,2021-03-10 18:00,8,,4.1,160,60,6.4,0.6,1023.7,0.7,,0,0,,7.3
106,동해,2021-03-10 19:00,7.4,,2.2,200,60,6.2,0.1,1023.6,0,,0,0,,5.3
106,동해,2021-03-10 20:00,6.6,,0.7,230,63,6.1,0,1023.6,,,1,0,,4
106,동해,2021-03-10 21:00,5.4,,0.4,0,69,6.2,0.1,1023.7,,,0,0,,3
106,동해,2021-03-10 22:00,4.3,,1.3,250,72,6,-0.3,1023.7,,,0,0,,2.4
106,동해,2021-03-10 23:00,3.7,,1.7,250,77,6.1,0,1023.7,,,0,0,,1.8
106,동해,2021-03-11 0:00,3.1,,1,230,80,6.1,0,1023.3,,,0,0,,1.1
106,동해,2021-03-11 1:00,2.5,,1.4,250,81,5.9,-0.4,1023,,,0,0,,0.7
106,동해,2021-03-11 2:00,2.7,,2.1,250,82,6.1,0,1022.6,,,0,0,,0.5
106,동해,2021-03-11 3:00,2,,1.6,230,81,5.7,-0.9,1021.7,,,0,0,,0.1
106,동해,2021-03-11 4:00,2.2,,0.8,230,83,6,-0.3,1021.5,,,5,0,,0.3
106,동해,2021-03-11 5:00,2.7,,1.7,250,80,5.9,-0.4,1021.4,,,6,0,,0.5
106,동해,2021-03-11 6:00,3.6,,0.6,250,76,6,-0.2,1021.8,,,6,2,63,0.1
106,동해,2021-03-11 7:00,3.7,,1.9,250,72,5.8,-0.8,1022,0,,6,0,,0.4
106,동해,2021-03-11 8:00,6,,1.7,200,65,6.1,0,1021.9,0.7,,3,0,,2.9
106,동해,2021-03-11 9:00,11.5,,1.3,230,44,6,-0.3,1022.3,1,,3,0,,11.7
106,동해,2021-03-11 10:00,13.4,,1.1,140,45,6.9,1.6,1022.2,1,,5,0,,17.4
106,동해,2021-03-11 11:00,12.5,,1.3,140,54,7.8,3.4,1021.7,1,,4,0,,21.8
106,동해,2021-03-11 12:00,12.9,,2.6,140,47,7,1.8,1020.9,1,,5,0,,23.2
106,동해,2021-03-11 13:00,13.7,,3.2,160,56,8.7,5,1019.6,1,,6,0,,25.2
106,동해,2021-03-11 14:00,14.2,,2.5,160,44,7.1,2.1,1018.4,0.9,,8,0,,22.8
106,동해,2021-03-11 15:00,14.8,,3.3,160,38,6.3,0.5,1017.8,0.9,,7,5,64,24.6
106,동해,2021-03-11 16:00,14.9,,2,160,40,6.8,1.4,1017.4,1,,6,6,61,22.8
106,동해,2021-03-11 17:00,13.9,,1.2,140,46,7.3,2.4,1017.3,1,,6,5,61,16
106,동해,2021-03-11 18:00,10.9,,0.8,90,75,9.7,6.6,1017.6,0.5,,9,8,61,12.9
106,동해,2021-03-11 19:00,10.7,,0.6,70,81,10.4,7.5,1017.9,0,,10,9,55,10.6
106,동해,2021-03-11 20:00,10.7,,0.4,0,81,10.4,7.5,1017.6,,,10,9,45,9.5
106,동해,2021-03-11 21:00,10.4,,0,0,81,10.2,7.2,1017.7,,,10,9,45,8.8
106,동해,2021-03-11 22:00,10.2,,0.4,0,72,8.9,5.3,1017.7,,,9,7,46,8
106,동해,2021-03-11 23:00,9.5,,1.5,270,49,5.8,-0.7,1017.4,,,6,2,53,5.9
106,동해,2021-03-12 0:00,8.8,,1,250,48,5.4,-1.6,1016.9,,,8,5,,5.9
106,동해,2021-03-12 1:00,8.1,,1.5,250,49,5.3,-1.9,1016.5,,,10,4,46,5.8
106,동해,2021-03-12 2:00,8.7,,0.2,0,46,5.2,-2.2,1016.1,,,10,9,45,5.7
106,동해,2021-03-12 3:00,8.1,,0.5,20,51,5.5,-1.4,1016,,,10,9,42,5.8
106,동해,2021-03-12 4:00,8.9,,1.1,270,41,4.7,-3.6,1015.9,,,10,9,34,5.9
106,동해,2021-03-12 5:00,9.2,,0.5,50,50,5.8,-0.7,1016.1,,,10,9,32,6
106,동해,2021-03-12 6:00,9.7,,1.1,340,47,5.7,-1,1016.6,,,10,9,27,6.3
106,동해,2021-03-12 7:00,8.2,,1.1,270,55,6,-0.3,1017.3,0,,10,9,23,6.4
106,동해,2021-03-12 8:00,9.7,,1.2,180,53,6.3,0.5,1018,0,,10,1,19,7.5
106,동해,2021-03-12 9:00,8.4,0.1,1,340,68,7.5,2.8,1018.4,0,,10,8,7,8.6
106,동해,2021-03-12 10:00,7.6,,0.4,0,86,9,5.4,1018.6,0,,10,5,6,8.8
106,동해,2021-03-12 11:00,8.2,,0.7,270,93,10.1,7.1,1018.5,0,,10,1,9,10.5
106,동해,2021-03-12 12:00,8.1,3,2.9,340,93,10,7,1018.1,0,,10,6,8,9.6
106,동해,2021-03-12 13:00,8.2,,3.1,360,90,9.7,6.6,1017.5,0,,10,9,9,10.4
106,동해,2021-03-12 14:00,9.7,,2.9,360,81,9.7,6.5,1016.9,0,,10,3,22,12.8
106,동해,2021-03-12 15:00,9.8,0.6,3.9,20,81,9.7,6.6,1016.7,0,,10,1,10,11.7
106,동해,2021-03-12 16:00,9,,7,20,94,10.7,8,1016.7,0,,10,7,2,10.8
106,동해,2021-03-12 17:00,8.3,,5.3,360,91,9.9,6.9,1017.1,0,,9,8,3,9.4
106,동해,2021-03-12 18:00,7.9,1.8,4.8,20,90,9.5,6.3,1018,0,,9,2,4,8.5
106,동해,2021-03-12 19:00,7.2,,3.2,20,92,9.3,5.9,1018.7,0,,10,6,3,7.8
106,동해,2021-03-12 20:00,7.2,,3.1,20,94,9.5,6.2,1018.9,,,9,5,3,7.7
106,동해,2021-03-12 21:00,7.1,3.8,2.3,360,93,9.3,6,1019.1,,,7,7,4,7.5
106,동해,2021-03-12 22:00,7.5,,2.9,360,89,9.2,5.7,1019,,,10,9,4,7.4
106,동해,2021-03-12 23:00,7.3,,2.8,360,90,9.2,5.7,1019.1,,,6,6,3,7.3
106,동해,2021-03-13 0:00,7.5,0,2.7,340,87,9,5.4,1019,,,6,6,,6.9
106,동해,2021-03-13 1:00,7.2,,2.9,360,86,8.7,5,1018.9,,,9,8,6,6.9
106,동해,2021-03-13 2:00,6.7,,2.9,360,86,8.4,4.5,1018.8,,,7,7,4,6.5
106,동해,2021-03-13 3:00,6.2,,3.1,340,83,7.8,3.5,1018.4,,,7,3,12,4.6
106,동해,2021-03-13 4:00,5.9,,3.4,340,81,7.5,2.8,1018.4,,,7,0,,3.9
106,동해,2021-03-13 5:00,5.7,,2.5,340,78,7.1,2.1,1018.6,,,7,0,,3.3
106,동해,2021-03-13 6:00,5.5,,2.5,340,76,6.8,1.5,1018.9,,,6,0,,2.8
106,동해,2021-03-13 7:00,5.2,,2.3,340,74,6.5,0.9,1019,0,,1,0,,2.7
106,동해,2021-03-13 8:00,6,,1.4,340,69,6.4,0.7,1019.1,0.2,,2,0,,4.7
106,동해,2021-03-13 9:00,7.2,,2.7,360,58,5.9,-0.5,1019,1,,1,0,,9.4
106,동해,2021-03-13 10:00,8.3,,2.2,20,56,6.1,0,1018.7,1,,0,0,,14.2
106,동해,2021-03-13 11:00,8.2,,5.7,50,62,6.7,1.3,1017.8,1,,0,0,,17.1
106,동해,2021-03-13 12:00,8.2,,7.1,50,64,6.9,1.7,1017.2,1,,3,0,,18.9
106,동해,2021-03-13 13:00,8.1,,6.8,50,66,7.1,2.1,1016.5,1,,8,0,,16.7
106,동해,2021-03-13 14:00,9.1,,5.9,50,60,6.9,1.7,1015.7,1,,6,1,,19.7
106,동해,2021-03-13 15:00,9.1,,3.8,50,57,6.6,1,1015.4,1,,6,0,,17.3
106,동해,2021-03-13 16:00,8.8,,2.7,50,56,6.3,0.4,1015.3,1,,6,0,,14.1
106,동해,2021-03-13 17:00,8.2,,2.1,50,61,6.6,1.1,1015,0.9,,6,0,,11.7
106,동해,2021-03-13 18:00,7.8,,0.8,70,62,6.5,0.9,1014.8,0,,7,7,22,9.2
106,동해,2021-03-13 19:00,7.7,,0.2,0,62,6.5,0.8,1014.7,0,,8,8,22,8.3
106,동해,2021-03-13 20:00,7.6,,0.1,0,63,6.5,0.9,1014.7,,,7,7,24,7.5
106,동해,2021-03-13 21:00,7.2,,0.8,270,67,6.8,1.4,1014.5,,,7,7,23,6.5
106,동해,2021-03-13 22:00,6.4,,1.3,250,69,6.6,1.1,1014.2,,,2,0,,4.7
106,동해,2021-03-13 23:00,5.6,,1.2,230,75,6.8,1.5,1013.9,,,1,0,,4
106,동해,2021-03-14 0:00,4.7,,1.1,230,82,7,1.8,1013.5,,,1,0,,3.4
106,동해,2021-03-14 1:00,4.1,,1.3,230,85,6.9,1.7,1013,,,0,0,,3
106,동해,2021-03-14 2:00,4.2,,2.1,270,85,7,1.8,1012.8,,,0,0,,2.7
106,동해,2021-03-14 3:00,4.6,,1.1,250,83,7,1.9,1012.4,,,0,0,,2.6
106,동해,2021-03-14 4:00,6.5,,0.3,0,71,6.9,1.6,1012.2,,,0,0,,2.7
106,동해,2021-03-14 5:00,5.6,,1.3,250,77,7,1.8,1012.3,,,1,0,,2.3
106,동해,2021-03-14 6:00,6,,1.8,250,75,7,1.8,1012.9,,,3,0,,2.1
106,동해,2021-03-14 7:00,5.4,,1.5,250,76,6.8,1.5,1013.3,0,,1,0,,2.4
106,동해,2021-03-14 8:00,7.3,,0.7,290,70,7.1,2.1,1014.2,0.4,,0,0,,5.2
106,동해,2021-03-14 9:00,10.3,,0.5,180,59,7.4,2.6,1014.8,1,,0,0,,12.2
106,동해,2021-03-14 10:00,10.1,,1.5,70,67,8.2,4.2,1014.8,1,,0,0,,17
106,동해,2021-03-14 11:00,11.1,,1.8,70,64,8.4,4.5,1014.6,1,,0,0,,20.6
106,동해,2021-03-14 12:00,11,,2.9,70,67,8.7,5,1014.7,1,,2,0,,22
106,동해,2021-03-14 13:00,11.2,,2.6,70,69,9.2,5.7,1014,1,,2,0,,23
106,동해,2021-03-14 14:00,11.7,,1.9,90,65,8.9,5.3,1013.3,1,,1,0,,22.5
106,동해,2021-03-14 15:00,11.8,,1.5,90,64,8.8,5.2,1013.2,1,,1,0,,21.2
106,동해,2021-03-14 16:00,11.7,,1,110,66,9,5.5,1013.3,1,,0,0,,17.3
106,동해,2021-03-14 17:00,11,,0.8,90,73,9.5,6.3,1013.2,1,,0,0,,13.8
106,동해,2021-03-14 18:00,10.3,,1.3,140,77,9.6,6.4,1013.4,0.4,,0,0,,10.7
106,동해,2021-03-14 19:00,9.7,,0.6,160,82,9.8,6.7,1013.7,0,,3,1,20,8.4
106,동해,2021-03-14 20:00,9.4,,0.2,0,81,9.5,6.2,1014,,,0,0,,7
106,동해,2021-03-14 21:00,7.8,,1.5,250,87,9.2,5.7,1013.9,,,3,0,,6.4
106,동해,2021-03-14 22:00,7.1,,1.1,250,89,9,5.4,1013.6,,,3,0,,5.6
106,동해,2021-03-14 23:00,6.6,,1.8,250,87,8.4,4.5,1013.7,,,6,0,,5.4
106,동해,2021-03-15 0:00,7,,2.3,250,84,8.4,4.4,1013.7,,,5,0,,4.7
106,동해,2021-03-15 1:00,7.2,,1.7,230,79,8,3.7,1013,,,0,0,,4.1
106,동해,2021-03-15 2:00,7.6,,2,250,73,7.6,3,1012.7,,,0,0,,3.8
106,동해,2021-03-15 3:00,6.5,,2.1,270,73,7.1,2,1012.7,,,0,0,,3.3
106,동해,2021-03-15 4:00,6.7,,1.8,250,71,7,1.8,1012.8,,,0,0,,3.1
106,동해,2021-03-15 5:00,6.6,,2.1,250,71,6.9,1.7,1012.6,,,0,0,,3
106,동해,2021-03-15 6:00,6.3,,1.9,250,72,6.9,1.6,1012.9,,,0,0,,2.6
106,동해,2021-03-15 7:00,6.4,,2,250,72,6.9,1.7,1012.7,0,,0,0,,3
106,동해,2021-03-15 8:00,8.9,,1.7,230,64,7.3,2.4,1012.7,0.8,,6,0,,6.6
106,동해,2021-03-15 9:00,11.6,,1.8,200,55,7.5,2.8,1012.8,1,,0,0,,14.1
106,동해,2021-03-15 10:00,12.2,,1,110,61,8.6,4.8,1012.6,1,,7,0,,18.6
106,동해,2021-03-15 11:00,11.1,,1.2,70,66,8.7,4.9,1012.1,0.3,,9,1,,17.8
106,동해,2021-03-15 12:00,12.4,,1.5,140,69,9.9,6.8,1011,0.9,,8,1,,21.6
106,동해,2021-03-15 13:00,13.3,,1.5,140,47,7.2,2.2,1009.9,1,,7,0,,21.6
106,동해,2021-03-15 14:00,13.5,,1.4,70,44,6.8,1.4,1009.2,1,,9,0,,21.2
106,동해,2021-03-15 15:00,12.9,,1.2,70,66,9.7,6.6,1008.4,0,,10,0,,18.5
106,동해,2021-03-15 16:00,12.9,,1.3,50,71,10.5,7.7,1007.4,0.1,,10,0,,17
106,동해,2021-03-15 17:00,14.6,,0.6,340,57,9.4,6.1,1007,0.1,,10,4,60,15.6
106,동해,2021-03-15 18:00,12,,1.1,70,75,10.4,7.6,1006.5,0.4,,10,7,60,12.8
106,동해,2021-03-15 19:00,13,,0.9,70,55,8.2,4.1,1006.6,0,,10,9,53,10.2
106,동해,2021-03-15 20:00,15.7,,0.5,70,30,5.4,-1.8,1006.5,,,10,3,40,9.8
106,동해,2021-03-15 21:00,14.7,,0.3,0,33,5.5,-1.4,1006.1,,,9,5,45,8.8
106,동해,2021-03-15 22:00,14.2,,1.1,270,36,5.8,-0.6,1006.2,,,10,9,36,9
106,동해,2021-03-15 23:00,15.1,,1.4,200,35,6,-0.2,1006.1,,,10,9,20,9.5
106,동해,2021-03-16 0:00,14.4,,1,270,39,6.3,0.5,1005.4,,,10,5,,9.6
106,동해,2021-03-16 1:00,13.9,,2.3,200,49,7.7,3.3,1004.8,,,10,9,15,9.7
106,동해,2021-03-16 2:00,13.3,,1.8,200,59,9,5.4,1004.7,,,10,10,13,9.9
106,동해,2021-03-16 3:00,12.7,,1.4,50,61,8.9,5.3,1004.2,,,10,9,12,9.9
106,동해,2021-03-16 4:00,12.7,,2.4,20,66,9.7,6.5,1003.6,,,9,9,12,9.9
106,동해,2021-03-16 5:00,12.3,,0.1,0,70,9.9,6.9,1003.2,,,9,8,13,9.7
106,동해,2021-03-16 6:00,10.9,,1.1,50,76,9.9,6.8,1003.5,,,6,6,13,8.6
106,동해,2021-03-16 7:00,11.6,,1,320,71,9.7,6.5,1003.8,0,,6,0,,7.9
106,동해,2021-03-16 8:00,13.7,,0.6,200,52,8.1,4,1004.3,0.2,,5,0,,10.3
106,동해,2021-03-16 9:00,15,,2.9,270,31,5.3,-2,1005.1,1,,6,0,,14.9
106,동해,2021-03-16 10:00,16,,3.2,290,19,3.5,-7.6,1005.7,1,,0,0,,20.2
106,동해,2021-03-16 11:00,16.6,,4,340,14,2.6,-11,1006,1,,1,0,,23.4
106,동해,2021-03-16 12:00,10.9,,6.4,70,60,7.8,3.4,1006.4,1,,0,0,,25.1
106,동해,2021-03-16 13:00,11.8,,3.7,70,54,7.4,2.7,1006.9,1,,1,0,,27.9
106,동해,2021-03-16 14:00,11.9,,2.9,70,48,6.7,1.2,1006.8,1,,2,0,,28.6
106,동해,2021-03-16 15:00,10.8,,3.1,70,54,7,1.8,1007,1,,0,0,,25.9
106,동해,2021-03-16 16:00,9.8,,3.6,70,56,6.8,1.4,1007.6,1,,5,0,,19.8
106,동해,2021-03-16 17:00,9.6,,1.7,90,52,6.2,0.2,1008.1,1,,0,0,,14.1
106,동해,2021-03-16 18:00,8.9,,0.9,140,47,5.4,-1.8,1008.5,0.8,,0,0,,10.6
106,동해,2021-03-16 19:00,8.3,,0.7,160,53,5.8,-0.7,1009.1,0,,0,0,,7.9
106,동해,2021-03-16 20:00,7.8,,0.4,0,55,5.8,-0.6,1009.4,,,1,0,,6.4
106,동해,2021-03-16 21:00,7.5,,1.1,270,56,5.8,-0.7,1010.4,,,0,0,,5.4
106,동해,2021-03-16 22:00,7,,1.3,270,59,5.9,-0.4,1011.2,,,5,0,,4.7
106,동해,2021-03-16 23:00,5.9,,1.6,250,66,6.1,0,1011.7,,,1,0,,4.1
